# Autocorrelation functions of each variable listed.
# Values for orderParam only listed if non-Ising model.
# MCS Px Py Pz E OrderParam
44 -0.00391031 9.10415e-05 1.00001 -0.00875496 0.000573673
45 -0.00214527 -0.000458151 1.00001 -0.00984172 0.00118608
46 -0.000436118 0.000638432 1.00001 -0.00638231 -1.01931e-06
47 -0.00265838 -0.000470315 1.00001 -0.00543776 0.000224123
48 -0.00148804 -0.00362401 1.00001 -0.00539509 0.000553771
49 -0.00293244 -0.00141777 1.00001 -0.00377496 6.78527e-05
50 -0.00277102 0.000325766 1.00001 -0.00408571 -0.00136157
51 -0.000924828 -0.00186244 1.00001 -0.00152646 -0.00167822
52 0.00315781 -0.00140966 1.00001 -0.000428059 -0.003243
53 0.00456718 -0.000104938 1.00001 0.00161309 -0.00460633
54 0.00605149 0.000384335 1.00001 0.000602954 -0.00456082
55 0.00358399 -0.00367537 1.00001 0.00205069 -0.0039561
56 0.00148945 -0.00194669 1.00001 0.000564097 -0.00346225
57 -0.0030881 -0.00399344 1.00001 0.00353184 -0.00484305
58 -0.00272978 0.000108612 1.00001 0.00348615 -0.00677287
59 0.000402495 -0.00102356 1.00001 0.0025845 -0.00876269
60 -0.00445357 0.000361358 1.00001 -0.000328005 -0.010061
61 -0.00129469 2.75172e-05 1.00001 -0.00392642 -0.00930865
62 0.000411365 -0.0012682 1.00001 -0.00490912 -0.00775123
63 0.000911162 0.000651047 1.00001 -0.00374279 -0.00607401
64 0.00166418 0.000978129 1.00001 -0.00332967 -0.00507011
65 0.000568799 0.00268878 1.00001 -0.00398102 -0.00429339
66 0.00254892 0.000851081 1.00001 -0.00317908 -0.00450588
67 -0.0020721 0.00326275 1.00001 -0.00487422 -0.00252016
68 -0.00402694 0.00371733 1.00001 -0.00770006 -0.00185662
69 -5.02937e-05 0.000732142 1.00001 -0.00933462 -0.00159126
70 0.00146728 0.00276537 1.00001 -0.00865584 0.000508103
71 0.00364741 0.00288116 1.00001 -0.00613306 0.000722365
72 0.00390063 0.00342359 1.00001 -0.00495813 0.000585045
73 0.00184512 0.00282844 1.00001 -0.00554902 0.00106081
74 -0.000294205 0.000211332 1.00001 -0.0058063 5.35773e-05
75 0.00131694 -0.00119882 1.00001 -0.00389173 -0.000981424
76 -0.000388666 4.77909e-05 1.00001 -0.00397198 -0.0020716
77 -0.000833472 0.00393764 1.00001 -0.00357543 -0.00274456
78 -0.00111419 0.000341084 1.00001 -0.00234247 -0.00310492
79 -0.000906646 -0.00230081 1.00001 -0.000232111 -0.00194978
80 -0.00232932 -0.000506808 1.00001 0.00183082 -0.00206008
81 -0.00179848 -0.00272656 1.00001 0.00145651 -0.00301985
82 -0.00300163 -5.40283e-05 1.00001 -0.00282625 -0.00367823
83 -0.00399812 -0.00310365 1.00001 -0.000558635 -0.00340922
84 -0.00265926 -0.00507245 1.00001 0.00160735 -0.0035588
85 0.00276312 -0.00244903 1.00001 0.00129901 -0.00190733
86 0.0047153 0.000997052 1.00001 -0.000588814 2.4235e-05
87 0.00294406 0.000232056 1.00001 -0.000561837 -0.000167011
88 0.00509624 0.00237431 1.00001 0.000949925 0.000203127
89 0.00250723 0.00377951 1.00001 0.000255566 -0.000110962
90 0.00417825 0.00283791 1.00001 0.00135434 -0.00228276
91 0.00308907 0.0024027 1.00001 0.00172252 -0.00396455
92 0.00283496 -0.00228143 1.00001 0.00232936 -0.00444739
93 0.0034953 -0.00192236 1.00001 0.00399968 -0.00437759
94 0.00301767 0.00014105 1.00001 0.00548625 -0.0049679
95 -0.00321583 -0.00117089 1.00001 0.00696745 -0.00435828
96 -0.00129114 -0.00351723 1.00001 0.00441051 -0.00413557
97 -0.00291337 -0.00595774 1.00001 0.0050062 -0.00406451
98 -0.00167475 -0.00132497 1.00001 0.00199546 -0.00406469
99 -0.000209945 -0.000780729 1.00001 -0.000282658 -0.0047719
100 0.984382 0.695932 0.996629 6020.39 -0.00464846
